75.00,72.41,69.82,67.25,64.69,62.15,59.63,57.15,54.70,52.29,49.93,47.61,45.34,43.12,40.97,38.87,36.84,34.86,32.96,31.13,29.36,27.66,26.04,24.48,23.00,21.58,20.24,18.96,17.75,16.61,15.54,14.53,13.58,12.69,11.87,11.10,10.38,9.72,9.10,8.54,8.02,7.55,7.12,6.73,6.38,6.07,5.79,5.55,5.34,5.16,5.01,4.88,4.79,4.72,4.68,4.66,4.66,4.69,4.74,4.82,4.92,5.03,5.18,5.34,5.52,5.73,5.96,6.21,6.49,6.78,7.10,7.44,7.80,8.19,8.60,9.03,9.49,9.96,10.46,10.98,11.53,12.09,12.68,13.29,13.91,14.56,15.22,15.90,16.60,17.31,18.04,18.78,19.53,20.29,21.06,21.84,22.62,23.41,24.21,25.00
75.00,72.40,69.80,67.22,64.65,62.10,59.57,57.08,54.62,52.20,49.83,47.50,45.22,43.00,40.83,38.73,36.69,34.71,32.80,30.96,29.18,27.48,25.85,24.29,22.80,21.38,20.03,18.75,17.54,16.39,15.31,14.30,13.35,12.46,11.63,10.86,10.14,9.47,8.86,8.29,7.77,7.30,6.87,6.48,6.13,5.81,5.53,5.29,5.08,4.90,4.75,4.62,4.53,4.46,4.42,4.40,4.41,4.44,4.49,4.56,4.66,4.78,4.93,5.09,5.28,5.49,5.72,5.97,6.25,6.55,6.87,7.21,7.58,7.97,8.39,8.82,9.28,9.76,10.27,10.80,11.35,11.92,12.51,13.13,13.76,14.41,15.09,15.78,16.48,17.20,17.94,18.69,19.45,20.22,21.01,21.80,22.59,23.39,24.19,25.00
75.00,72.39,69.78,67.18,64.60,62.04,59.51,57.00,54.54,52.11,49.72,47.38,45.10,42.87,40.69,38.58,36.53,34.55,32.63,30.78,29.00,27.29,25.65,24.09,22.59,21.17,19.82,18.53,17.32,16.17,15.09,14.07,13.12,12.23,11.39,10.62,9.90,9.23,8.62,8.05,7.53,7.05,6.62,6.23,5.88,5.57,5.29,5.04,4.83,4.65,4.50,4.38,4.28,4.21,4.17,4.15,4.16,4.19,4.24,4.32,4.42,4.54,4.69,4.85,5.04,5.25,5.49,5.74,6.02,6.32,6.65,7.00,7.37,7.76,8.18,8.62,9.09,9.57,10.08,10.62,11.17,11.75,12.35,12.97,13.62,14.28,14.96,15.65,16.37,17.10,17.85,18.61,19.38,20.16,20.95,21.75,22.56,23.37,24.18,25.00
75.00,72.38,69.76,67.15,64.56,61.99,59.45,56.93,54.46,52.02,49.62,47.28,44.98,42.74,40.56,38.44,36.38,34.39,32.47,30.62,28.83,27.12,25.47,23.90,22.40,20.98,19.62,18.33,17.12,15.97,14.88,13.86,12.91,12.02,11.18,10.40,9.68,9.01,8.40,7.83,7.31,6.83,6.40,6.01,5.66,5.34,5.06,4.82,4.61,4.43,4.28,4.15,4.06,3.99,3.95,3.93,3.94,3.97,4.03,4.10,4.20,4.33,4.47,4.64,4.83,5.04,5.28,5.54,5.82,6.12,6.45,6.80,7.17,7.57,7.99,8.44,8.91,9.40,9.92,10.45,11.02,11.60,12.21,12.83,13.48,14.15,14.84,15.54,16.27,17.01,17.76,18.53,19.31,20.10,20.90,21.71,22.53,23.35,24.17,25.00
75.00,72.37,69.74,67.12,64.52,61.94,59.39,56.87,54.38,51.93,49.53,47.18,44.87,42.63,40.44,38.31,36.25,34.25,32.32,30.46,28.67,26.95,25.31,23.73,22.23,20.80,19.44,18.15,16.93,15.78,14.69,13.67,12.72,11.82,10.98,10.21,9.48,8.81,8.20,7.63,7.11,6.63,6.20,5.81,5.46,5.14,4.86,4.62,4.41,4.23,4.07,3.95,3.86,3.79,3.75,3.73,3.74,3.77,3.83,3.91,4.01,4.13,4.28,4.45,4.64,4.85,5.09,5.35,5.63,5.94,6.27,6.62,7.00,7.40,7.82,8.27,8.75,9.24,9.76,10.31,10.87,11.46,12.07,12.71,13.36,14.04,14.73,15.44,16.18,16.92,17.68,18.46,19.25,20.05,20.86,21.68,22.50,23.33,24.17,25.00
75.00,72.36,69.72,67.10,64.49,61.90,59.33,56.80,54.31,51.85,49.44,47.08,44.77,42.52,40.32,38.19,36.12,34.12,32.18,30.32,28.53,26.80,25.15,23.57,22.07,20.64,19.27,17.98,16.76,15.61,14.52,13.50,12.54,11.64,10.81,10.03,9.30,8.63,8.02,7.45,6.93,6.45,6.02,5.62,5.27,4.96,4.68,4.43,4.22,4.04,3.89,3.77,3.68,3.61,3.57,3.55,3.56,3.59,3.65,3.73,3.83,3.95,4.10,4.27,4.46,4.68,4.92,5.18,5.47,5.77,6.11,6.46,6.84,7.24,7.67,8.12,8.60,9.10,9.62,10.17,10.74,11.34,11.95,12.59,13.25,13.93,14.63,15.35,16.09,16.84,17.61,18.40,19.19,20.00,20.82,21.65,22.48,23.32,24.16,25.00
75.00,72.35,69.70,67.07,64.45,61.85,59.28,56.74,54.24,51.78,49.36,46.99,44.67,42.41,40.21,38.07,36.00,33.99,32.05,30.18,28.39,26.66,25.01,23.43,21.92,20.48,19.12,17.82,16.60,15.44,14.36,13.33,12.37,11.48,10.64,9.86,9.14,8.47,7.85,7.28,6.76,6.28,5.85,5.46,5.11,4.79,4.51,4.27,4.06,3.88,3.73,3.61,3.51,3.44,3.40,3.39,3.40,3.43,3.49,3.57,3.67,3.79,3.94,4.11,4.31,4.52,4.76,5.03,5.31,5.62,5.96,6.31,6.70,7.10,7.53,7.99,8.47,8.97,9.50,10.05,10.62,11.22,11.84,12.49,13.15,13.84,14.54,15.27,16.01,16.77,17.55,18.34,19.14,19.96,20.78,21.62,22.46,23.30,24.15,25.00
75.00,72.34,69.69,67.04,64.42,61.81,59.23,56.68,54.17,51.70,49.28,46.90,44.58,42.31,40.11,37.96,35.88,33.87,31.93,30.06,28.25,26.53,24.87,23.29,21.78,20.34,18.97,17.68,16.45,15.30,14.21,13.18,12.22,11.33,10.49,9.71,8.98,8.31,7.70,7.13,6.61,6.13,5.70,5.31,4.96,4.64,4.36,4.12,3.91,3.73,3.58,3.46,3.36,3.30,3.26,3.24,3.25,3.28,3.34,3.42,3.52,3.65,3.80,3.97,4.17,4.38,4.62,4.89,5.18,5.49,5.82,6.18,6.57,6.97,7.41,7.86,8.35,8.85,9.38,9.94,10.52,11.12,11.74,12.39,13.06,13.75,14.46,15.19,15.94,16.71,17.49,18.29,19.10,19.92,20.75,21.59,22.43,23.29,24.14,25.00
75.00,72.33,69.67,67.02,64.38,61.77,59.18,56.62,54.11,51.63,49.20,46.82,44.49,42.22,40.00,37.85,35.77,33.76,31.81,29.93,28.13,26.40,24.74,23.15,21.64,20.20,18.83,17.54,16.31,15.16,14.07,13.04,12.08,11.18,10.35,9.57,8.84,8.17,7.56,6.99,6.47,5.99,5.56,5.17,4.82,4.50,4.23,3.98,3.77,3.59,3.44,3.32,3.23,3.16,3.12,3.11,3.12,3.15,3.21,3.29,3.39,3.52,3.67,3.84,4.04,4.26,4.50,4.76,5.05,5.36,5.70,6.06,6.45,6.86,7.29,7.75,8.23,8.74,9.28,9.83,10.42,11.02,11.65,12.30,12.98,13.67,14.39,15.12,15.88,16.65,17.43,18.24,19.05,19.88,20.72,21.56,22.42,23.27,24.14,25.00
75.00,72.32,69.65,66.99,64.35,61.72,59.13,56.57,54.04,51.56,49.12,46.73,44.40,42.12,39.90,37.75,35.66,33.64,31.69,29.81,28.00,26.27,24.61,23.02,21.51,20.07,18.70,17.41,16.18,15.02,13.93,12.91,11.95,11.05,10.22,9.44,8.71,8.04,7.43,6.86,6.34,5.87,5.43,5.04,4.69,4.38,4.10,3.86,3.65,3.47,3.32,3.20,3.11,3.04,3.00,2.99,3.00,3.03,3.09,3.17,3.27,3.40,3.55,3.72,3.92,4.14,4.38,4.65,4.94,5.25,5.59,5.95,6.34,6.75,7.19,7.65,8.13,8.64,9.18,9.74,10.32,10.93,11.56,12.22,12.90,13.60,14.32,15.06,15.81,16.59,17.38,18.19,19.01,19.84,20.69,21.54,22.40,23.26,24.13,25.00
